"Neue Kategoriestruktur ab 16. Mai 2023 - DE","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Kategorienummer"
"Antiquitäten & Kunst","","","","","","353"
"","Alte Berufe","","","","","64540"
"","","Arzt & Apotheker","","","","157118"
"","","","Flaschen & Gefäße","","","157119"
"","","","Instrumente","","","157120"
"","","","Lehrmaterialien","","","168694"
"","","","Praxisausstattung","","","168695"
"","","","Taschen","","","157121"
"","","","Sonstige","","","81915"
"","","Bäcker & Konditor","","","","167043"
"","","","Bäckereiausstattung","","","168696"
"","","","Formen","","","167044"
"","","","Schüsseln & Tröge","","","167045"
"","","","Werkzeug","","","167046"
"","","","Sonstige","","","64541"
"","","Bauer","","","","68179"
"","","","Gefäße","","","68180"
"","","","Geräte","","","86146"
"","","","Werkzeuge","","","68181"
"","","","Sonstige","","","19351"
"","","Bergbau","","","","167047"
"","","","Lampen","","","167048"
"","","","Uniformen","","","167049"
"","","","Werkzeug","","","167050"
"","","","Sonstige","","","78366"
"","","Brauer & Mälzer","","","","92921"
"","","Buchdrucker & Buchbinder","","","","167051"
"","","","Buchbinder","","","167052"
"","","","Papierschneider","","","167053"
"","","","Pressen","","","167054"
"","","","Setzkästen","","","167055"
"","","","Stempel","","","167056"
"","","","Werkzeug","","","167057"
"","","","Sonstige","","","78367"
"","","Feuerwehrmann","","","","167058"
"","","Fischer","","","","92922"
"","","Frisör & Barbier","","","","168697"
"","","","Scheren","","","168698"
"","","","Rasiermesser","","","168699"
"","","","Zubehör","","","168700"
"","","","Sonstige","","","78368"
"","","Gärtner","","","","167059"
"","","Gastwirt","","","","81916"
"","","Goldschmied","","","","167060"
"","","Hutmacher","","","","167061"
"","","Imker","","","","167062"
"","","Jäger & Waidmann","","","","86152"
"","","Kaufleute & Krämer","","","","86148"
"","","","Gewichte","","","157122"
"","","","Kassen","","","86149"
"","","","Waagen","","","19368"
"","","","Sonstige","","","86150"
"","","Korbmacher","","","","167063"
"","","Lokführer & Schaffner","","","","167064"
"","","Maler","","","","78369"
"","","Maurer","","","","64542"
"","","Metzger & Fleischer","","","","64543"
"","","Müller","","","","92923"
"","","Optiker","","","","92924"
"","","","Brillen","","","33169"
"","","","Ferngläser","","","25769"
"","","","Lupen","","","33170"
"","","","Mikroskope","","","25770"
"","","","Teleskope","","","25771"
"","","","Sonstige","","","19365"
"","","Sattler","","","","169004"
"","","","Lochzangen","","","169005"
"","","","Messer","","","169006"
"","","","Muster & Bücher","","","169007"
"","","","Stanzeisen","","","169008"
"","","","Sonstige","","","64544"
"","","Schlosser","","","","167065"
"","","","Eisenwaren","","","167066"
"","","","Maschinen","","","167067"
"","","","Werkzeug","","","167068"
"","","","Sonstige","","","64545"
"","","Schmied","","","","167069"
"","","Schneider","","","","169009"
"","","","Bügeleisen","","","169010"
"","","","Nähmaschinen","","","169011"
"","","","Nähutensilien","","","113"
"","","","","Fingerhüte","","116"
"","","","","Garne, Bordüren & Bänder","","159309"
"","","","","Knöpfe","","115"
"","","","","Nadelkissen","","39148"
"","","","","Scheren","","34444"
"","","","","Stopfeier","","35415"
"","","","","Sonstige","","114"
"","","","Werkzeuge","","","169012"
"","","","Sonstige","","","86151"
"","","Schornsteinfeger & Kaminkehrer","","","","160049"
"","","Schuster","","","","78370"
"","","Spinner","","","","167070"
"","","Stellmacher","","","","166313"
"","","Uhrmacher","","","","78371"
"","","Weber","","","","167071"
"","","Zimmermann","","","","169013"
"","","","Bohrer","","","169014"
"","","","Hammer","","","169015"
"","","","Hobel","","","169016"
"","","","Sägen","","","169017"
"","","","Schraubzwingen","","","169018"
"","","","Zangen","","","169019"
"","","","Sonstige","","","64546"
"","","Sonstige","","","","19367"
"","Ansichten & Landkarten","","","","","27463"
"","","Deutschland","","","","122992"
"","","","Baden-Württemberg","","","27464"
"","","","Bayern","","","27465"
"","","","Berlin","","","27466"
"","","","Brandenburg","","","27467"
"","","","Bremen","","","27468"
"","","","Hamburg","","","27469"
"","","","Hessen","","","27470"
"","","","Mecklenburg-Vorpommern","","","27471"
"","","","Niedersachsen","","","27472"
"","","","Nordrhein-Westfalen","","","27473"
"","","","Rheinland-Pfalz","","","33141"
"","","","Saarland","","","27474"
"","","","Sachsen","","","27475"
"","","","Sachsen-Anhalt","","","27476"
"","","","Schleswig-Holstein","","","27477"
"","","","Thüringen","","","27478"
"","","Ehemalige deutsche Gebiete","","","","122993"
"","","","Baltikum & Posen","","","27482"
"","","","Elsass-Lothringen","","","135677"
"","","","Hinterpommern","","","27479"
"","","","Kolonien","","","122994"
"","","","Nordschleswig","","","135676"
"","","","Ostbrandenburg","","","27480"
"","","","Ost- & Westpreußen","","","27481"
"","","","Schlesien","","","45974"
"","","Österreich","","","","58842"
"","","Schweiz","","","","58845"
"","","Afrika","","","","27483"
"","","Amerika","","","","27484"
"","","Australien","","","","27485"
"","","Asien","","","","27486"
"","","Europa","","","","58838"
"","","","Benelux","","","58839"
"","","","Frankreich","","","58840"
"","","","Italien","","","58841"
"","","","Osteuropa","","","58843"
"","","","Portugal","","","58844"
"","","","Skandinavien","","","58846"
"","","","Sonstige","","","27487"
"","","Sonstige","","","","26486"
"","Antike","","","","","37082"
"","","Originale","","","","37083"
"","","Replikate","","","","37088"
"","Antik- & Vintage-Schmuck","","","","","262024"
"","","Schmuck & Accessoires","","","","44544"
"","","","Armbänder & Charm-Anhänger","","","262003"
"","","","Boloties","","","262002"
"","","","Broschen & Anstecknadeln","","","262004"
"","","","Fassungen, Pressungen & Prägungen","","","262009"
"","","","Fußketten","","","262001"
"","","","Haarschmuck","","","262010"
"","","","Halsketten & Anhänger","","","262013"
"","","","Kameen","","","262005"
"","","","Kleider- & Schalspangen","","","262007"
"","","","Krawattennadeln","","","262015"
"","","","Manschettenknöpfe","","","262006"
"","","","Ohrschmuck","","","262008"
"","","","Ringe","","","262014"
"","","","Schmuckschatullen","","","58782"
"","","","Schmucksets","","","262011"
"","","","Trauer- & Gedenkschmuck","","","262012"
"","","","Sammlungen","","","262016"
"","","","Preisführer & Fachliteratur","","","171122"
"","","","Sonstiger Antik- & Vintage-Schmuck","","","166734"
"","","Uhren","","","","64140"
"","","","Armbanduhren","","","33134"
"","","","Taschenuhren","","","92930"
"","","","","Gold","","92931"
"","","","","Silber","","33133"
"","","","","Sonstige","","92932"
"","","","Uhrenketten","","","29048"
"","Antikspielzeug","","","","","25684"
"","","Baukästen","","","","31066"
"","","","Metall","","","26483"
"","","","Holz","","","33138"
"","","","Stein","","","26482"
"","","Blechspielzeug","","","","31068"
"","","","Original, gefertigt vor 1945","","","147907"
"","","","","Autos & Busse","","25710"
"","","","","Dekoration","","25720"
"","","","","Ersatzteile","","25721"
"","","","","Figürlich","","25713"
"","","","","Flugzeuge & Zeppeline","","25712"
"","","","","Mechanisch","","25714"
"","","","","Militärspielzeug","","92933"
"","","","","Motorräder","","25717"
"","","","","Nutzfahrzeuge","","25718"
"","","","","Schiffe & U-Boote","","92934"
"","","","","Spardosen","","25719"
"","","","","Sonstige","","39071"
"","","","Original, gefertigt 1945-1970","","","148482"
"","","","","Autos & Busse","","147921"
"","","","","Figürlich","","147922"
"","","","","Flugzeuge & Zeppeline","","147923"
"","","","","Mechanisch","","147924"
"","","","","Militärspielzeug","","147925"
"","","","","Motorräder","","147926"
"","","","","Nutzfahrzeuge","","147927"
"","","","","Schiffe & U-Boote","","147928"
"","","","","Spardosen","","147929"
"","","","","Sonstige","","147930"
"","","","Gefertigt nach 1970","","","147910"
"","","","","Autos & Busse","","147911"
"","","","","Figürlich","","147912"
"","","","","Flugzeuge & Zeppeline","","147913"
"","","","","Mechanisch","","147914"
"","","","","Militärspielzeug","","147915"
"","","","","Motorräder","","147916"
"","","","","Nutzfahrzeuge","","147917"
"","","","","Schiffe & U-Boote","","147918"
"","","","","Spardosen","","147919"
"","","","","Sonstige","","147920"
"","","Eisenbahn","","","","58789"
"","","","Spur H0","","","72606"
"","","","","Dekoration & Zubehör","","92935"
"","","","","Lokomotiven & Triebwagen","","58790"
"","","","","Gleisanlagen","","92936"
"","","","","Waggons","","169045"
"","","","","","Güterwaggons","169046"
"","","","","","Personenwaggons","169047"
"","","","","","Konvolute","72607"
"","","","","Sonstige","","72608"
"","","","Spur 1","","","58791"
"","","","Spur 0","","","92937"
"","","","","Dekoration & Zubehör","","92938"
"","","","","Lokomotiven & Triebwagen","","58792"
"","","","","Gleisanlagen","","92939"
"","","","","Waggons","","92940"
"","","","","Sonstige","","92941"
"","","","Spur N","","","58793"
"","","","Spur TT","","","58794"
"","","","Spur Z","","","58795"
"","","","Häuser & Bahnhöfe","","","58796"
"","","","Figuren","","","58797"
"","","","Zubehör","","","58798"
"","","","Sonstige","","","33139"
"","","Masse- & Kunststofffiguren","","","","147961"
"","","","Gefertigt vor 1945","","","147908"
"","","","","Bauernhof","","25725"
"","","","","Eisenbahn","","25726"
"","","","","Elastolin & Lineol","","72609"
"","","","","","Personen","25727"
"","","","","","Tiere","72610"
"","","","","","Sonstige","72611"
"","","","","Militär","","25728"
"","","","","Ritter & Römer","","25729"
"","","","","Tiere & Natur","","25730"
"","","","","Wildwest","","25731"
"","","","","Zivilfiguren","","25732"
"","","","","Sonstige","","25733"
"","","","Gefertigt nach 1945","","","147962"
"","","","","Bauernhof","","147963"
"","","","","Eisenbahn","","147964"
"","","","","Elastolin & Lineol","","147965"
"","","","","Militär","","147966"
"","","","","Ritter & Römer","","147967"
"","","","","Tiere & Natur","","147968"
"","","","","Wildwest","","147969"
"","","","","Zivilfiguren","","147970"
"","","","","Sonstige","","31070"
"","","Murmeln","","","","58799"
"","","Dampfspielzeug","","","","78310"
"","","","Gefertigt vor 1945","","","147931"
"","","","","Dampfmaschinen","","78311"
"","","","","Zubehör","","78312"
"","","","","Sonstige","","25722"
"","","","Gefertigt nach 1945","","","147932"
"","","","","Dampfmaschinen","","147934"
"","","","","Zubehör","","147935"
"","","","","Sonstige","","147933"
"","","Gesellschaftsspiele","","","","34411"
"","","","Gefertigt vor 1945","","","147936"
"","","","","Brett- & Würfelspiele","","25723"
"","","","","Kartenspiele","","34412"
"","","","","Sonstige","","33140"
"","","","Gefertigt nach 1945","","","147937"
"","","","","Brett- & Würfelspiele","","147938"
"","","","","Kartenspiele","","147939"
"","","","","Sonstige","","147940"
"","","Holzspielzeug","","","","147941"
"","","","Gefertigt vor 1945","","","25724"
"","","","Gefertigt nach 1945","","","147942"
"","","Modellbau","","","","81853"
"","","","Fahrzeuge","","","72612"
"","","","","Pkw","","44555"
"","","","","Nutz- & Transportfahrzeuge","","72613"
"","","","","Sonstige","","72614"
"","","","Flugzeuge","","","64141"
"","","","Schiffe","","","64142"
"","","","Sonstige","","","81854"
"","","Optisches Spielzeug","","","","75725"
"","","Schaukelpferde","","","","19024"
"","","Spielzeug-Literatur","","","","25746"
"","","","Alte Herstellerkataloge","","","25747"
"","","","Preiskataloge","","","25748"
"","","","Sammlerliteratur","","","25749"
"","","Sonstige","","","","26484"
"","Antiquarische Bücher","","","","","29223"
"","Handschriften-Manuskripte","","","","","23048"
"","Historische Baustoffe","","","","","19334"
"","","Bauelemente","","","","25755"
"","","","Original, vor 1960 gefertigt","","","147996"
"","","","","Bad & Sanitär","","21600"
"","","","","Boden, Decke & Wand","","21616"
"","","","","Briefkästen","","33148"
"","","","","Dachdeckungen","","21602"
"","","","","Fenster","","21614"
"","","","","Gitter","","39075"
"","","","","Hausnummern","","64258"
"","","","","Haustechnik, Elektrik","","90997"
"","","","","Säulen","","21598"
"","","","","Schlüssel & Schlösser","","19369"
"","","","","Tore","","21599"
"","","","","Treppen","","19341"
"","","","","Türen","","19338"
"","","","","Tür- & Fensterbeschläge","","21613"
"","","","","Türklingeln & -klopfer","","64259"
"","","","","Zäune","","21605"
"","","","","Sonstige","","19342"
"","","","Nostalgie- & Neuware","","","147982"
"","","","","Bad & Sanitär","","147983"
"","","","","Boden, Decke & Wand","","90996"
"","","","","Briefkästen","","147984"
"","","","","Dachdeckungen","","147985"
"","","","","Fenster","","147986"
"","","","","Gitter","","147987"
"","","","","Hausnummern","","147988"
"","","","","Haustechnik, Elektrik","","147989"
"","","","","Säulen","","147990"
"","","","","Schlüssel & Schlösser","","147991"
"","","","","Tore","","147992"
"","","","","Treppen","","147993"
"","","","","Türen","","147994"
"","","","","Tür- & Fensterbeschläge","","147995"
"","","","","Türklingeln & -klopfer","","147997"
"","","","","Wetterhähne","","21609"
"","","","","Zäune","","147998"
"","","","","Sonstige","","147999"
"","","Garten- & Parkeinrichtung","","","","39077"
"","","","Original, vor 1960 gefertigt","","","148007"
"","","","","Amphoren, Töpfe & Vasen","","54810"
"","","","","Blumenkästen","","54811"
"","","","","Brunnen","","21612"
"","","","","Figuren & Skulpturen","","39078"
"","","","","Gartengeräte","","39079"
"","","","","Gartenmöbel","","39080"
"","","","","Grabsteine","","57565"
"","","","","Gießkannen","","54812"
"","","","","Pergolen & Spaliere","","148008"
"","","","","Pflanzschalen & -gefäße","","54813"
"","","","","Wegebau","","86142"
"","","","","Zäune","","148009"
"","","","","Sonstige","","19339"
"","","","Nostalgie- & Neuware","","","148010"
"","","","","Amphoren, Töpfe & Vasen","","148011"
"","","","","Blumenkästen","","148012"
"","","","","Brunnen","","148013"
"","","","","Figuren & Skulpturen","","148014"
"","","","","Gartenmöbel","","148015"
"","","","","Grabsteine","","148016"
"","","","","Gießkannen","","148017"
"","","","","Pergolen & Spaliere","","148018"
"","","","","Pflanzschalen & -gefäße","","148019"
"","","","","Vogelhäuser & -tränken","","148020"
"","","","","Wegebau","","148021"
"","","","","Zäune","","148022"
"","","","","Sonstige","","148023"
"","","Kamine, Öfen & Herde","","","","32409"
"","","","Original, vor 1960 gefertigt","","","148000"
"","","","","Gussöfen","","34421"
"","","","","Herde","","21615"
"","","","","Kachelöfen & Ofenkacheln","","19340"
"","","","","Kamine & -umrandungen","","32410"
"","","","","Sonstige","","34422"
"","","","Nostalgie- & Neuware","","","148001"
"","","","","Gussöfen","","148002"
"","","","","Herde","","148003"
"","","","","Kachelöfen","","148004"
"","","","","Kamine & -umrandungen","","148005"
"","","","","Sonstige","","148006"
"","Holz- & Beinarbeiten","","","","","58872"
"","","Holzarbeiten","","","","58873"
"","","","Antike Originale vor 1945","","","58874"
"","","","Entstehungszeit nach 1945","","","58875"
"","","Beinarbeiten","","","","58876"
"","","","Antike Originale vor 1945","","","58877"
"","","","Entstehungszeit nach 1945","","","58879"
"","Inkunabeln","","","","","22422"
"","Internationale Antiq. & Kunst","","","","","7485"
"","","Afrika","","","","54814"
"","","","Antike Originale vor 1945","","","54815"
"","","","Entstehungszeit nach 1945","","","58851"
