bl_product_id;bl_sku;bl_name;bl_manufacturer;avy_product_id;avy_sku;avy_name;avy_brand;match_source;title_match;brand_match
449821560;SKU-9834509499;MSV Handtuchhalter Schwarz Metall;MSV;SKU-9834509499;SKU-9834509499;MSV Handtuchhalter Schwarz Metall;MSV;ops.product_id;yes;yes
449821605;SKU-4561934561;GLOCK Waffenkoffer SKU-4561934561 mit leichten Lagerspuren;GLOCK;SKU-4561934561;SKU-4561934561;GLOCK Waffenkoffer SKU-4561934561 mit leichten Lagerspuren;GLOCK;ops.product_id;yes;yes
449821653;SKU-5687802687;Homerella Badewanneneinlage UNIFLOW 88cm Alle Altersgruppen Gr. 88x39cm PVC;Homerella;SKU-5687802687;SKU-5687802687;Homerella Badewanneneinlage UNIFLOW 88cm Alle Altersgruppen Gr. 88x39cm PVC;Homerella;ops.product_id;yes;yes
449821704;SKU-0310087435;Villa Grinario Spannbettlaken SZ01 02144001 866200 104551 Erwachsene Ecru;Villa Grinario;SKU-0310087435;SKU-0310087435;Villa Grinario Spannbettlaken SZ01 02144001 866200 104551 Erwachsene Ecru;Villa Grinario;ops.product_id;yes;yes
449821746;SKU-6614383452;Leonardo Karaffe Swing ca. 21cm 1.2l Glas Transparent;Leonardo;SKU-6614383452;SKU-6614383452;Leonardo Karaffe Swing ca. 21cm 1.2l Glas Transparent;Leonardo;ops.product_id;yes;yes
449821792;SKU-7627745924;NEOLYMP Yogamatten;NEOLYMP;SKU-7627745924;SKU-7627745924;NEOLYMP Yogamatten;NEOLYMP;ops.product_id;yes;yes
449821837;SKU-4204090012;Villa Grinario Jersey-Spannbettuch ca. 90–100x200cm Erwachsene 100x200cm;Villa Grinario;SKU-4204090012;SKU-4204090012;Villa Grinario Jersey-Spannbettuch ca. 90–100x200cm Erwachsene 100x200cm;Villa Grinario;ops.product_id;yes;yes
449821878;SKU-1230781227;Villa Grinario Spannbettlaken SKU-1230781227 Gr. 100x200cm Grau Kiesel;Villa Grinario;SKU-1230781227;SKU-1230781227;Villa Grinario Spannbettlaken SKU-1230781227 Gr. 100x200cm Grau Kiesel;Villa Grinario;ops.product_id;yes;yes
449821915;SKU-6847456474;WOLTU Sitzmöbel SH69gr;WOLTU;SKU-6847456474;SKU-6847456474;WOLTU Sitzmöbel SH69gr;WOLTU;ops.product_id;yes;yes
449821953;SKU-9787450821;Bremermann Manuelle Nudelmaschine;bremermann;SKU-9787450821;SKU-9787450821;Bremermann Manuelle Nudelmaschine;Bremermann;ops.product_id;yes;yes
449821992;SKU-6928779778;Villa Grinario Spannbettlaken – Fester Sitz & weiche Baumwolle;Villa Grinario;;;;;;;
449822031;SKU-8640590578;Villa Grinario Spannbettlaken SKU-8640590578 Gr. 100x200cm Baumwolle;Villa Grinario;SKU-8640590578;SKU-8640590578;Villa Grinario Spannbettlaken SKU-8640590578 Gr. 100x200cm Baumwolle;Villa Grinario;ops.product_id;yes;yes
449822072;SKU-6603765179;Terry Fahrradzubehör 423 900 20;Terry;SKU-6603765179;SKU-6603765179;Terry Fahrradzubehör 423 900 20;Terry;ops.product_id;yes;yes
449822125;SKU-0785869755;Terry Radsport Fahrradsattel SKU-0785869755;Terry;SKU-0785869755;SKU-0785869755;Terry Radsport Fahrradsattel SKU-0785869755;Terry;ops.product_id;yes;yes
449822177;SKU-5799111421;Philips LED High Bay Hallenleuchte LV70007 266x167mm 200W Aluminium Schwarz;Philips;SKU-5799111421;SKU-5799111421;Philips LED High Bay Hallenleuchte LV70007 266x167mm 200W Aluminium Schwarz;Philips;ops.product_id;yes;yes
449822230;SKU-3149269291;Nidec Sankyo 445-0765157A Motorisierter Kartenleser Silber Grün Transparent;Nidec Sankyo;SKU-3149269291;SKU-3149269291;Nidec Sankyo 445-0765157A Motorisierter Kartenleser Silber Grün Transparent;Nidec Sankyo;ops.product_id;yes;yes
449822267;SKU-4349960147;WMF 07.2304.6380 Edelstahl Silber;WMF;SKU-4349960147;SKU-4349960147;WMF 07.2304.6380 Edelstahl Silber;WMF;ops.product_id;yes;yes
449822362;SKU-6830410442;FIREFIx Ofenrohr;FIREFIX;SKU-6830410442;SKU-6830410442;FIREFIx Ofenrohr;FIREFIx;ops.product_id;yes;yes
449822440;SKU-7237772440;Topeak Standpumpe TJB-UET1 NEU;Topeak;SKU-7237772440;SKU-7237772440;Standpumpe TJB-UET1;Topeak;ops.product_id;no;yes
449822551;SKU-8310896573;LUCI Pendelleuchte SKU-8310896573 38cm 220-240V Metall 240V Weiß;LUCI;SKU-8310896573;SKU-8310896573;Hängeleuchte Stahl pulverbeschichtet 38cm für Esstisch/Frühstücksbar IKEA;IKEA;ops.product_id;no;no
449822625;SKU-4212491486;Unbekannt Handpan 58cm Lackierter Stahl Schwarz matt;;SKU-4212491486;SKU-4212491486;Unbekannt Handpan 58cm Lackierter Stahl Schwarz matt;Unbekannt;ops.product_id;yes;no
449822721;SKU-2609353370;PROGARDEN Pflege;PROGARDEN;SKU-2609353370;SKU-2609353370;PROGARDEN Pflege;PROGARDEN;ops.product_id;yes;yes
449822798;SKU-2638580995;Bellabino Regal BB-0046-03-01;Bellabino;SKU-2638580995;SKU-2638580995;Bellabino Regal BB-0046-03-01;Bellabino;ops.product_id;yes;yes
449822902;SKU-0362404564;UBRAVOO Sitzerhöhung Stuhl ACE1013;UBRAVOO;SKU-0362404564;SKU-0362404564;UBRAVOO Sitzerhöhung Stuhl ACE1013;UBRAVOO;ops.product_id;yes;yes
449822976;SKU-0619911931;Tesvor Saugroboter S7 Pro AES;Tesvor;SKU-0619911931;SKU-0619911931;Tesvor Saugroboter S7 Pro AES;Tesvor;ops.product_id;yes;yes
449823072;SKU-4990478200;BBQ-Toro Woks 35.5cm;BBQ-Toro;SKU-4990478200;SKU-4990478200;BBQ-Toro Woks 35.5cm;BBQ-Toro;ops.product_id;yes;yes
449823156;SKU-1887574140;GUSSKÖNIG Dutch Oven Feuertopf;GUSSKÖNIG;SKU-1887574140;SKU-1887574140;GUSSKÖNIG Dutch Oven Feuertopf;GUSSKÖNIG;ops.product_id;yes;yes
449823262;SKU-3093460977;LLIVEKIT Heißluftfritteuse Dual-Zone 9L;LLIVEKIT;SKU-3093460977;SKU-3093460977;LLIVEKIT Heißluftfritteuse Dual-Zone 9L;LLIVEKIT;ops.product_id;yes;yes
449823357;SKU-3226209432;WOLTU Standregal RGB46ws nicht angegeben Weiß;WOLTU;SKU-3226209432;SKU-3226209432;WOLTU Standregal RGB46ws nicht angegeben Weiß;WOLTU;ops.product_id;yes;yes
449823462;SKU-5633394973;Classic Flyer Hörnerschlitten Davos ohne Lehne SKU-5633394973;Classic Flyer;SKU-5633394973;SKU-5633394973;Classic Flyer Hörnerschlitten Davos ohne Lehne SKU-5633394973;Classic Flyer;ops.product_id;yes;yes
449823557;SKU-5795572847;ADVENTURE Strandmuschel;ADVENTURE;SKU-5795572847;SKU-5795572847;ADVENTURE Strandmuschel;ADVENTURE;ops.product_id;yes;yes
449823701;SKU-4433223955;Yogamatte The Big Mat;lululemon;SKU-4433223955;SKU-4433223955;Yogamatte The Big Mat;;ops.product_id;yes;no
449823796;SKU-9142845763;WALSER Hagelschutzplane 30974;WALSER;SKU-9142845763;SKU-9142845763;WALSER Hagelschutzplane 30974;WALSER;ops.product_id;yes;yes
449823903;SKU-2965430996;Beliani Beistelltisch 407569 40cm Erwachsene;Beliani;SKU-2965430996;SKU-2965430996;Beliani Beistelltisch 407569 40cm Erwachsene;Beliani;ops.product_id;yes;yes
449823978;SKU-9671499764;Servierwagen Metall 68cm Küche Esszimmer Wohnzimmer;House Nordic;SKU-9671499764;SKU-9671499764;Servierwagen Metall 68cm Küche Esszimmer Wohnzimmer;House Nordic;ops.product_id;yes;yes
449824000;SKU-4017783375;LED Strahler Aluminium Wasserfest Staubdicht Verstellbar 300W;Blivrig;SKU-4017783375;SKU-4017783375;LED Strahler Aluminium Wasserfest Staubdicht Verstellbar 300W;Blivrig;ops.product_id;yes;yes
449824067;SKU-9820031170;YOLEO Kinderroller 931;YOLEO;SKU-9820031170;SKU-9820031170;YOLEO Kinderroller 931;YOLEO;ops.product_id;yes;yes
449824146;SKU-9031958971;Ninja Standmixer 2-in-1;Ninja;SKU-9031958971;SKU-9031958971;Ninja Standmixer 2-in-1;Ninja;ops.product_id;yes;yes
449824232;SKU-8747609895;QKIDS Tretroller;QKIDS;SKU-8747609895;SKU-8747609895;QKIDS Tretroller;QKIDS;ops.product_id;yes;yes
449824370;SKU-8605082485;Aqua Marina Stand-Up-Paddling Stand Up Paddle Board SKU-8605082485;Aqua Marina;SKU-8605082485;SKU-8605082485;Aqua Marina Stand-Up-Paddling Stand Up Paddle Board SKU-8605082485;Aqua Marina;ops.product_id;yes;yes
449824580;SKU-8151275535;FUVSHU UV-Matratzenstaubsauger Milbensauger Kabelgebunden;FUVSHU;SKU-8151275535;SKU-8151275535;FUVSHU UV-Matratzenstaubsauger Milbensauger Kabelgebunden;FUVSHU;ops.product_id;yes;yes
449824682;SKU-8004480244;Trotec Standventilator;TROTEC;SKU-8004480244;SKU-8004480244;Trotec Standventilator;Trotec;ops.product_id;yes;yes
449824776;SKU-6544112261;Ninja Heißluftfritteuse 9.5L;Ninja;SKU-6544112261;SKU-6544112261;Ninja Heißluftfritteuse 9.5L;Ninja;ops.product_id;yes;yes
449824939;SKU-5462953053;IPOZON Funsport Stunt-Scooter FOOT;IPOZON;SKU-5462953053;SKU-5462953053;IPOZON Funsport Stunt-Scooter FOOT;IPOZON;ops.product_id;yes;yes
449825163;SKU-4541440236;LEQISMART E-Scooter A11;LEQISMART;SKU-4541440236;SKU-4541440236;LEQISMART E-Scooter A11;LEQISMART;ops.product_id;yes;yes
449825443;SKU-3046032177;Der Tineco Floor One S5 revolutioniert Ihre Bodenpflege, indem er Saugen und Wischen in einem effizienten Schritt kombiniert. Dieser intelligente Akku-Hartbodenreiniger spart Ihnen wertvolle Zeit und;Tineco;SKU-3046032177;SKU-3046032177;;Tineco;ops.product_id;no;yes
449825783;SKU-2789683373;Brandson Standventilator 42;Brandson;SKU-2789683373;SKU-2789683373;Brandson Standventilator 42;Brandson;ops.product_id;yes;yes
449826140;SKU-2621538468;Brandson Tischventilator 30cm;Brandson;SKU-2621538468;SKU-2621538468;Brandson Tischventilator 30cm;Brandson;ops.product_id;yes;yes
454979099;SKU-1937479862;CampFeuer Erwachsene Sonnenliege Anthrazit;CampFeuer;SKU-1937479862;SKU-1937479862;CampFeuer Erwachsene Sonnenliege Anthrazit;CampFeuer;ops.product_id;yes;yes
458452967;SKU-7680238839;Polo Ralph Lauren Sneaker UnisexKinder Weiß Synthetik RF104105;Polo Ralph Lauren;SKU-7680238839;SKU-7680238839;Polo Ralph Lauren Sneaker UnisexKinder Weiß Synthetik RF104105;Polo Ralph Lauren;ops.product_id;yes;yes
458452983;SKU-8035511646;Brevillier's CRETACOLOR Pastellkreide Pastel Carré Künstler Hobbyzeichner;Brevillier's CRETACOLOR;SKU-8035511646;SKU-8035511646;Brevillier's CRETACOLOR Pastellkreide Pastel Carré Künstler Hobbyzeichner;Brevillier's CRETACOLOR;ops.product_id;yes;yes
458453008;SKU-8857013241;Paul Green Schnürschuhe Damen Schwarz Lackleder 2688-00x;Paul Green;SKU-8857013241;SKU-8857013241;Paul Green Schnürschuhe Damen Schwarz Lackleder 2688-00x;Paul Green;ops.product_id;yes;yes
458453019;SKU-5740515403;Altra Laufschuh Erwachsene Grau/Blau Textil Synthetik AL0A7R7G000-130;Altra;SKU-5740515403;SKU-5740515403;Altra Laufschuh Erwachsene Grau/Blau Textil Synthetik AL0A7R7G000-130;Altra;ops.product_id;yes;yes
458453020;SKU-2384804976;New Balance Sneaker Damen Rosa/Creme/Beige Wildleder Mesh 9060;New Balance;SKU-2384804976;SKU-2384804976;New Balance Sneaker Damen Rosa/Creme/Beige Wildleder Mesh 9060;New Balance;ops.product_id;yes;yes
458453023;SKU-3132130051;Skechers Sneaker Herren Gr. 41 EU Weiß Synthetik 12430;Skechers;SKU-3132130051;SKU-3132130051;Skechers Sneaker Herren Gr. 41 EU Weiß Synthetik 12430;Skechers;ops.product_id;yes;yes
458453024;SKU-8317603092;Setex Matratzenschoner Noppen Classic Gr. 140x200cm;Setex;SKU-8317603092;SKU-8317603092;Setex Matratzenschoner Noppen Classic Gr. 140x200cm;Setex;ops.product_id;yes;yes
458453025;SKU-9428729031;Derby Rasierklingen;Derby;SKU-9428729031;SKU-9428729031;Derby Rasierklingen;Derby;ops.product_id;yes;yes
458453027;SKU-5091393302;Unbekannt B423K Laser-Tonerkartusche Standard Schwarz;JOIDWAY;SKU-5091393302;SKU-5091393302;Unbekannt B423K Laser-Tonerkartusche Standard Schwarz;Unbekannt;ops.product_id;yes;no
458453028;SKU-7926913408;Fahrradabdeckung 846236311;TOPTREK;SKU-7926913408;SKU-7926913408;Fahrradabdeckung 846236311;TOPTREK;ops.product_id;yes;yes
458453029;SKU-7049665224;H M Damen Strickjacke Hellblau Gr.xL Materialmix;H&M;SKU-7049665224;SKU-7049665224;H M Damen Strickjacke Hellblau Gr.xL Materialmix;H&M;ops.product_id;yes;yes
458453030;SKU-0280699295;H M Damen Pullover Rot Baumwolle;H&M;SKU-0280699295;SKU-0280699295;H M Damen Pullover Rot Baumwolle;H&M;ops.product_id;yes;yes
458453032;SKU-6099130668;Canon 718 Tonerkartusche Standard Schwarz;Canon;SKU-6099130668;SKU-6099130668;Canon 718 Tonerkartusche Standard Schwarz;Canon;ops.product_id;yes;yes
458453033;SKU-3095199472;Skechers Golfschuhe Damen Grau/Pink Mesh Synthetik 123029/GYPK;Skechers;SKU-3095199472;SKU-3095199472;Skechers Golfschuhe Damen Grau/Pink Mesh Synthetik 123029/GYPK;;ops.product_id;yes;no
458453039;SKU-4264334297;Lionelo Laufgitter Willow Ab Geburt;lionelo;SKU-4264334297;SKU-4264334297;Lionelo Laufgitter Willow Ab Geburt;Lionelo;ops.product_id;yes;yes
458453056;SKU-4008377248;Divasya Yoga Yogamatte Profi-Grip;Divasya Yoga;SKU-4008377248;SKU-4008377248;Divasya Yoga Yogamatte Profi-Grip;Divasya Yoga;ops.product_id;yes;yes
458453067;SKU-3818412905;Hermès Eau de Toilette;Hermès;SKU-3818412905;SKU-3818412905;Hermès Eau de Toilette;Hermès;ops.product_id;yes;yes
458453071;SKU-2566552410;Wera Bit-Satz 05057909001;Wera;SKU-2566552410;SKU-2566552410;Wera Bit-Satz 05057909001;Wera;ops.product_id;yes;yes
458453073;SKU-6586579725;CENTA-STAR Luxus Bettdecke 0870.00 Gr. 135x200cm;CENTA-STAR;SKU-6586579725;SKU-6586579725;CENTA-STAR Luxus Bettdecke 0870.00 Gr. 135x200cm;CENTA-STAR;ops.product_id;yes;yes
458453376;SKU-5740939127;Leonardo Schalen-Set 066652 Glas Transparent;Leonardo;SKU-5740939127;SKU-5740939127;Leonardo Schalen-Set 066652 Glas Transparent;Leonardo;ops.product_id;yes;yes
458454058;SKU-2636479706;VIDExGarden classic Winterschutz Frost-Schutzhaus;VIDEX Garden;SKU-2636479706;SKU-2636479706;VIDExGarden classic Winterschutz Frost-Schutzhaus;;ops.product_id;yes;no
458455660;SKU-8245288059;LICO Hallenschuhe Kinder Gr. 31 Pink Türkis Synthetik Textil 360652;LICO;SKU-8245288059;SKU-8245288059;LICO Hallenschuhe Kinder Gr. 31 Pink Türkis Synthetik Textil 360652;LICO;ops.product_id;yes;yes
458455688;SKU-8919591829;PLANAM Jungen Hose oliv/schwarz Gr. 170/176 NORIT Kids Trousers;PLANAM;SKU-8919591829;SKU-8919591829;PLANAM Jungen Hose oliv/schwarz Gr. 170/176 NORIT Kids Trousers;PLANAM;ops.product_id;yes;yes
458455710;SKU-6537574821;VCM Aufsatzwaschbecken 913794;VCM;SKU-6537574821;SKU-6537574821;VCM Aufsatzwaschbecken 913794;VCM;ops.product_id;yes;yes
458456175;SKU-2384085318;Seltmann Weiden Kaffeeservice 10006 Erwachsene Porzellan Schwarz;Seltmann Weiden;SKU-2384085318;SKU-2384085318;Seltmann Weiden Kaffeeservice 10006 Erwachsene Porzellan Schwarz;Seltmann Weiden;ops.product_id;yes;yes
458456261;SKU-8462375603;PUMA Sportschuh Damen Gr. 40 Schwarz Gummi 365208 02;Puma;SKU-8462375603;SKU-8462375603;PUMA Sportschuh Damen Gr. 40 Schwarz Gummi 365208 02;PUMA;ops.product_id;yes;yes
458456447;SKU-7151143475;Birkenstock Pantoletten Herren Sapphire Birko-Flor SKU-7151143475;Birkenstock;SKU-7151143475;SKU-7151143475;Birkenstock Pantoletten Herren Sapphire Birko-Flor SKU-7151143475;Birkenstock;ops.product_id;yes;yes
458456580;SKU-7290912165;Marco Tozzi Pumps Damen Gr. 37 Nude Synthetik (veloursähnlich 2-22451-43;Marco Tozzi;SKU-7290912165;SKU-7290912165;Marco Tozzi Pumps Damen Gr. 37 Nude Synthetik (veloursähnlich 2-22451-43;Marco Tozzi;ops.product_id;yes;yes
458456583;SKU-0114729665;Adidas Sneaker Herren Rot Wildleder H03474;Adidas;SKU-0114729665;SKU-0114729665;Adidas Sneaker Herren Rot Wildleder H03474;Adidas;ops.product_id;yes;yes
458456584;SKU-1419839651;Adidas Sneaker UnisexKinder Weiß/Schwarz Synthetik VS Switch 3 CF C;Adidas;SKU-1419839651;SKU-1419839651;Adidas Sneaker UnisexKinder Weiß/Schwarz Synthetik VS Switch 3 CF C;Adidas;ops.product_id;yes;yes
458456585;SKU-9146759920;Adidas Sneaker UnisexErwachsene Gr. 44 Weiß Leder Wildleder Samba LT;Adidas;SKU-9146759920;SKU-9146759920;Adidas Sneaker UnisexErwachsene Gr. 44 Weiß Leder Wildleder Samba LT;Adidas;ops.product_id;yes;yes
458456586;SKU-4660262942;Adidas Sneaker Herren Gr. 47 1/3 Core Black/Carbon (Schwarz Leder JI1897;Adidas;SKU-4660262942;SKU-4660262942;Adidas Sneaker Herren Gr. 47 1/3 Core Black/Carbon (Schwarz Leder JI1897;;ops.product_id;yes;no
458456587;SKU-0989494543;Adidas Sneaker Damen Gr. 38 2/3 Semi Pink/Red Glow Pink JS0254;Adidas;SKU-0989494543;SKU-0989494543;Adidas Sneaker Damen Gr. 38 2/3 Semi Pink/Red Glow Pink JS0254;Adidas;ops.product_id;yes;yes
458456589;SKU-2391228513;Adidas Sneaker Damen Gr. 38 Hellgrau Hellblau Wildleder Handball Spezial W;Adidas;SKU-2391228513;SKU-2391228513;Adidas Sneaker Damen Gr. 38 Hellgrau Hellblau Wildleder Handball Spezial W;Adidas;ops.product_id;yes;yes
458456590;SKU-9804667250;Adidas Sneaker Damen Gr. 38 2/3 Weiß Grün Leder Synthetik Wildleder;Adidas;SKU-9804667250;SKU-9804667250;Adidas Sneaker Damen Gr. 38 2/3 Weiß Grün Leder Synthetik Wildleder;Adidas;ops.product_id;yes;yes
458456592;SKU-5722168408;PUMA Sneaker UnisexErwachsene Gr. 6 Vivid Blue Vapor Gray SKU-5722168408;Puma;SKU-5722168408;SKU-5722168408;PUMA Sneaker UnisexErwachsene Gr. 6 Vivid Blue Vapor Gray SKU-5722168408;PUMA;ops.product_id;yes;yes
458456593;SKU-6673544963;PUMA Sneaker Damen Gr. 38 Weiß Leder Court Classico;Puma;SKU-6673544963;SKU-6673544963;PUMA Sneaker Damen Gr. 38 Weiß Leder Court Classico;PUMA;ops.product_id;yes;yes
458456653;SKU-2611077541;Glossyautoparts Nockenwelle Motor für EBY-1000335-1342 OE 1342M;Glossyautoparts;SKU-2611077541;SKU-2611077541;Glossyautoparts Nockenwelle Motor für diverse Fahrzeuge EBY-1000335-1342;Glossyautoparts;ops.product_id;no;yes
458456918;SKU-8380347833;Casey Stehleuchte DEL8LIT03-189;Casey;SKU-8380347833;SKU-8380347833;Casey Stehleuchte DEL8LIT03-189;Casey;ops.product_id;yes;yes
458457459;SKU-0698797502;Police Herren Geldbörse Braun Echtleder PT284.10054-03;Police;SKU-0698797502;SKU-0698797502;Police Herren Geldbörse Braun Echtleder PT284.10054-03;Police;ops.product_id;yes;yes
458459208;SKU-2561166298;Hodalump Herren Geldbörse Braun Echtleder 1094-H;Hodalump;SKU-2561166298;SKU-2561166298;Hodalump Herren Geldbörse Braun Echtleder 1094-H;Hodalump;ops.product_id;yes;yes
458460263;SKU-3190070125;GREELUE Aufbewahrungskorb SNK3T-WH 12cm PP 34.5cm Weiß;GREELUE;SKU-3190070125;SKU-3190070125;GREELUE Aufbewahrungskorb SNK3T-WH 12cm PP 34.5cm Weiß;GREELUE;ops.product_id;yes;yes
458460825;SKU-7234186083;ASICS Sneaker UnisexErwachsene Gr. 41.5 Cremeweiß/Weiß Wildleder;Asics;SKU-7234186083;SKU-7234186083;ASICS Sneaker UnisexErwachsene Gr. 41.5 Cremeweiß/Weiß Wildleder;ASICS;ops.product_id;yes;yes
458460887;SKU-0808524453;ASICS Sneaker UnisexErwachsene White/White Wildleder 1203A481-100;Asics;SKU-0808524453;SKU-0808524453;ASICS Sneaker UnisexErwachsene White/White Wildleder 1203A481-100;ASICS;ops.product_id;yes;yes
458461774;SKU-5869700759;MSI Mainboard PRO B650M-P Schwarz NEU AMD AM5 DDR5 PCIe 4.0 Micro-ATX Computer;MSI;SKU-5869700759;SKU-5869700759;MSI PRO B650M-P Mainboard pcie ddr5 Schwarz;MSI;ops.product_id;no;yes
458462471;SKU-0411747828;JURID Bremsbelagsatz Hinterachse für BMW 1er 2er 3er ECE R90 573429J;JURID;SKU-0411747828;SKU-0411747828;JURID Bremsbelagsatz Hinterachse BREMBO 17.2mm für BMW 1er 2er 3er 573429J;JURID;ops.product_id;no;yes
458463095;SKU-5017039989;Mountain Guide Outdoor-Schuh Herren Mesh/Synthetik SKU-5017039989;Mountain Guide;SKU-5017039989;SKU-5017039989;Mountain Guide Outdoor-Schuh Herren Mesh/Synthetik SKU-5017039989;Mountain Guide;ops.product_id;yes;yes
458463796;SKU-4391085581;Lacoste Sneaker Herren Gr. 10 Weiß (White/White Leder SKU-4391085581;Lacoste;SKU-4391085581;SKU-4391085581;Lacoste Sneaker Herren Gr. 10 Weiß (White/White Leder SKU-4391085581;Lacoste;ops.product_id;yes;yes
458464475;SKU-8835594725;DESKTRONIC Kabelgebundene Router Schwarz;DESKTRONIC;SKU-8835594725;SKU-8835594725;DESKTRONIC Kabelgebundene Router Schwarz;DESKTRONIC;ops.product_id;yes;yes
458465245;SKU-0110888325;ARKK Copenhagen Sneaker Damen Gr. 37 Weiß Leder Visuklass Leather Strat65;ARKK Copenhagen;SKU-0110888325;SKU-0110888325;ARKK Copenhagen Sneaker Damen Gr. 37 Weiß Leder Visuklass Leather Strat65;ARKK Copenhagen;ops.product_id;yes;yes
458466308;SKU-7961309823;Engelbert Strauss Herren Bundhose Schwarz/Platin Gr. 44;Engelbert Strauss;SKU-7961309823;SKU-7961309823;Engelbert Strauss Herren Bundhose Schwarz/Platin Gr. 44;;ops.product_id;yes;no
458466968;SKU-5032047149;Goldhof Logistik GmbH Hochschrank;Goldhof Logistik GmbH;SKU-5032047149;SKU-5032047149;Goldhof Logistik GmbH Hochschrank;Goldhof Logistik GmbH;ops.product_id;yes;yes
458467745;SKU-1066852367;Shelly Smart Switch 110-240V 2000W 1PM Mini Gen3;Shelly;SKU-1066852367;SKU-1066852367;Shelly Smart Switch 110-240V 2000W 1PM Mini Gen3;Shelly;ops.product_id;yes;yes
458467756;SKU-9091395294;LEONARDO Becherglas Set Swing 9cm 355ml Glas Blau Grau;Leonardo;SKU-4304000683;SKU-4304000683;LEONARDO Gläser Glaswaren;LEONARDO;ops.product_id;no;yes
458468043;SKU-9431798499;HP 6ZD17AE Tintenpatrone Schwarz Dreifarbig;HP;SKU-9431798499;SKU-9431798499;HP 6ZD17AE Tintenpatrone Schwarz Dreifarbig;HP;ops.product_id;yes;yes
458468329;SKU-2114384722;Hawkers UnisexErwachsene Sonnenbrille Romaj;Hawkers;SKU-2114384722;SKU-2114384722;Hawkers UnisexErwachsene Sonnenbrille Romaj;Hawkers;ops.product_id;yes;yes
458468368;SKU-7543211550;CMP Stiefel Kinder Schwarz Blau Textil Leder Synthetik 39Q4964;CMP;SKU-7543211550;SKU-7543211550;CMP Stiefel Kinder Schwarz Blau Textil Leder Synthetik 39Q4964;CMP;ops.product_id;yes;yes
458468605;SKU-8112287411;Desigual Damen Sweatshirt Rosa Gr.xxL 100% Baumwolle 23WMSK05/3022;Desigual;SKU-8112287411;SKU-8112287411;Desigual Damen Sweatshirt Rosa Gr.xxL 100% Baumwolle 23WMSK05/3022;Desigual;ops.product_id;yes;yes
458468907;SKU-9988960743;Pepe Jeans Sneaker Damen Gr. 40 Gold Beige Synthetik Textil;Pepe Jeans;SKU-9988960743;SKU-9988960743;Pepe Jeans Sneaker Damen Gr. 40 Gold Beige Synthetik Textil;Pepe Jeans;ops.product_id;yes;yes
458468908;SKU-2638568297;Altra Laufschuh Herren Schwarz/Weiß Mesh 85010130;Altra;SKU-2638568297;SKU-2638568297;Altra Laufschuh Herren Schwarz/Weiß Mesh 85010130;Altra;ops.product_id;yes;yes
458469209;SKU-0982370040;Gasgrill Plancha Edelstahl Emailliert Outdoor Camping Balkon Terrasse 7.5kW;GardenGrill;SKU-0982370040;SKU-0982370040;Gasgrill Plancha Edelstahl Emailliert Outdoor Camping Balkon Terrasse 7.5kW;GardenGrill;ops.product_id;yes;yes
458469510;SKU-2388529978;Brother B423C Toner-Kartusche Cyan;Brother;SKU-2388529978;SKU-2388529978;Brother B423C Toner-Kartusche Cyan;Brother;ops.product_id;yes;yes
458469804;SKU-7948301538;Kompatibel B423M Tonerpatrone 423M Magenta;Kompatibel;SKU-7948301538;SKU-7948301538;Kompatibel B423M Tonerpatrone 423M Magenta;Kompatibel;ops.product_id;yes;yes
458470093;SKU-6307001376;Tommy Hilfiger Sneaker Damen Gr. 40 Ancient White Lederimitat;Tommy Hilfiger;SKU-6307001376;SKU-6307001376;Tommy Hilfiger Sneaker Damen Gr. 40 Ancient White Lederimitat;Tommy Hilfiger;ops.product_id;yes;yes
458470102;SKU-2151943751;Cretacolor Harte Pastellkreiden Künstler Schüler Grautöne;Cretacolor;SKU-2151943751;SKU-2151943751;Cretacolor Harte Pastellkreiden Künstler Schüler Grautöne;Cretacolor;ops.product_id;yes;yes
458470397;SKU-6315915149;Jolly Bleistift 1570-0035 12;Jolly;SKU-6315915149;SKU-6315915149;Jolly Bleistift 1570-0035 12;Jolly;ops.product_id;yes;yes
458470408;SKU-9454243198;Jolly Wachsmalkreiden Superwaxies Aqua;Jolly;SKU-9454243198;SKU-9454243198;Jolly Wachsmalkreiden Superwaxies Aqua;Jolly;ops.product_id;yes;yes
458470419;SKU-0403766178;Jolly Füllfederhalter 7090-0001;Jolly;SKU-0403766178;SKU-0403766178;Jolly Füllfederhalter 7090-0001;Jolly;ops.product_id;yes;yes
458470423;SKU-4069701323;Jolly Fasermaler 44250002 Ab 3 Jahre;Jolly;SKU-4069701323;SKU-4069701323;Jolly Fasermaler 44250002 Ab 3 Jahre;Jolly;ops.product_id;yes;yes
458470425;SKU-5658638116;Jolly Fasermaler Superstars One;Jolly;SKU-5658638116;SKU-5658638116;Jolly Fasermaler Superstars One;Jolly;ops.product_id;yes;yes
458470427;SKU-4679981655;Jolly Bleistifte;Jolly;SKU-4679981655;SKU-4679981655;Jolly Bleistifte;Jolly;ops.product_id;yes;yes
458470428;SKU-5320447988;Jolly Pinselset;Jolly;SKU-5320447988;SKU-5320447988;Jolly Pinselset;Jolly;ops.product_id;yes;yes
458470429;SKU-6965414859;Jolly Malen Basteln Tempera-Gouachefarben-Set 10113;Jolly;SKU-6965414859;SKU-6965414859;Jolly Malen Basteln Tempera-Gouachefarben-Set 10113;Jolly;ops.product_id;yes;yes
